Timestamp;Temp;Hum;OFFCHIP_PLATINUM_78kHz_IN-PHASE;OFFCHIP_GOLD_78kHz_IN-PHASE;OFFCHIP_PLATINUM_200Hz_IN-PHASE;OFFCHIP_PLATINUM_200Hz_QUADRATURE;OFFCHIP_GOLD_200Hz_IN-PHASE;OFFCHIP_GOLD_200Hz_QUADRATURE;OFFCHIP_SILVER_200Hz_IN-PHASE;OFFCHIP_SILVER_200Hz_QUADRATURE;OFFCHIP_NICKEL_200Hz_IN-PHASE;OFFCHIP_NICKEL_200Hz_QUADRATURE;DISTANCE;STATE;FILTERED_ANALYTE;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;
49.201;----;----;923.5509;13103.068;6589.3193;-5745.8945;2337.25;-2231.1987;5558.895;-2893.4802;1340.9617;-2055.762;112.08958;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
50.3;----;----;923.579;13102.127;6595.9243;-5747.964;2337.5469;-2231.3113;5558.9014;-2892.7002;1340.7766;-2055.4644;130.35861;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
51.384;----;----;923.6053;13100.807;6603.179;-5746.529;2338.3252;-2230.2292;5560.1577;-2890.219;1340.603;-2053.9978;114.12223;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
52.485;----;----;923.62994;13099.693;6609.7305;-5747.308;2339.3674;-2229.6523;5561.7104;-2888.5178;1340.9403;-2053.248;125.327965;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
53.577;----;----;923.6531;13098.588;6617.122;-5749.2266;2339.8445;-2229.2366;5562.166;-2887.1729;1341.3816;-2052.8574;188.2645;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
54.669;----;----;923.67474;13097.551;6623.427;-5758.275;2340.7292;-2231.5342;5562.656;-2889.3496;1340.7328;-2054.6162;126.926865;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
55.755;----;----;923.75757;13096.579;6629.025;-5763.508;2341.246;-2232.6882;5562.5522;-2890.0151;1340.8745;-2055.5151;177.34718;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
56.844;----;----;923.7727;13095.48;6635.211;-5771.976;2341.5432;-2234.7078;5561.6426;-2891.7017;1340.3823;-2057.0454;134.94527;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
57.93;----;----;923.7869;13094.575;6640.7603;-5777.915;2342.1968;-2235.851;5562.4775;-2892.5327;1340.1084;-2057.855;167.66144;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
59.016;----;----;923.80023;13093.664;6646.9004;-5785.7954;2342.8096;-2237.7354;5562.3228;-2894.062;1339.9141;-2059.239;155.73633;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
60.096;----;----;923.81274;13092.748;6652.219;-5793.2456;2343.384;-2239.627;5562.615;-2895.6206;1339.2319;-2060.724;150.79294;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
61.178;----;----;923.82446;13091.514;6657.268;-5800.4805;2343.36;-2241.4004;5561.9517;-2897.0818;1338.4674;-2062.1162;142.90813;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
62.265;----;----;923.77295;13090.356;6662.7515;-5806.825;2344.5876;-2243.063;5562.142;-2898.2017;1338.0632;-2063.4214;131.61018;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
63.353;----;----;923.7246;13089.146;6670.2046;-5805.461;2346.6135;-2242.3716;5562.1333;-2896.0015;1338.5593;-2062.52;130.21783;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
64.439;----;----;923.7418;13088.2;6677.2544;-5809.182;2347.7002;-2243.161;5562.1875;-2895.814;1338.7119;-2062.9875;117.9157;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
65.53;----;----;923.75793;13087.125;6683.301;-5813.1084;2348.0315;-2243.901;5562.6133;-2895.8257;1338.4175;-2063.4883;133.42653;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
66.609;----;----;923.7106;13086.242;6690.8447;-5816.2266;2349.092;-2244.407;5563.7;-2895.3992;1338.5164;-2063.6453;141.83887;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
67.7;----;----;923.72864;13085.352;6695.667;-5822.9;2349.9612;-2246.1316;5562.2812;-2896.6868;1338.6716;-2064.9175;130.60661;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
68.79;----;----;923.7456;13084.455;6703.313;-5822.1562;2351.4011;-2245.4983;5561.951;-2894.4563;1338.6296;-2064.0476;137.61201;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
69.879;----;----;923.699;13083.427;6711.481;-5822.584;2352.3135;-2244.842;5562.7666;-2892.2402;1339.0903;-2063.3572;115.33142;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
70.978;----;----;923.7178;13082.525;6716.9507;-5826.9224;2353.3564;-2245.7268;5562.9062;-2892.475;1338.8347;-2063.8975;99.51546;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
72.072;----;----;923.6729;13081.617;6722.391;-5828.8022;2355.2092;-2245.744;5562.912;-2891.0703;1338.9701;-2063.7163;98.09612;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
73.171;----;----;923.69336;13080.453;6728.1167;-5828.5645;2356.196;-2245.385;5563.23;-2889.3784;1339.4719;-2063.2964;91.02605;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
74.267;----;----;923.65;13079.425;6733.3594;-5827.9043;2356.8088;-2244.8608;5562.6533;-2887.7922;1340.2549;-2062.7778;116.129585;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
75.353;----;----;923.6719;13078.336;6738.837;-5832.285;2357.2583;-2245.6821;5563.175;-2888.1177;1340.614;-2063.6667;118.16416;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
76.442;----;----;923.6299;13077.314;6745.1597;-5829.8926;2357.9922;-2244.5144;5563.539;-2885.6729;1341.1382;-2062.5625;101.04263;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
77.532;----;----;923.5905;13076.295;6750.4;-5832.962;2358.4302;-2244.7322;5562.7554;-2884.5684;1341.067;-2062.7148;103.44364;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
78.63;----;----;923.6161;13075.276;6756.375;-5833.902;2359.7783;-2244.8115;5564.208;-2883.5327;1341.3754;-2062.4202;99.86721;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
79.723;----;----;923.5776;13074.384;6762.164;-5835.408;2361.1047;-2245.0107;5564.2573;-2882.562;1341.9769;-2062.394;138.59721;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
80.802;----;----;923.5415;13073.422;6767.029;-5842.0703;2361.4106;-2246.5725;5564.0537;-2883.6519;1341.5409;-2063.4944;140.67882;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
81.897;----;----;923.5077;13072.583;6771.0894;-5849.1284;2360.8225;-2248.224;5563.863;-2885.486;1340.8196;-2064.901;118.66265;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
82.992;----;----;923.47595;13071.484;6776.7715;-5845.933;2362.4585;-2247.0227;5564.684;-2883.0183;1341.1433;-2063.4072;117.227806;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
84.078;----;----;923.3837;13070.517;6782.723;-5849.6875;2363.7424;-2248.0212;5564.891;-2883.517;1341.3844;-2063.9443;93.025246;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
85.164;----;----;923.35974;13069.672;6788.115;-5851.082;2363.946;-2247.5825;5565.648;-2882.2349;1341.7979;-2063.4478;141.89384;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
86.262;----;----;923.3373;13068.692;6792.6704;-5857.952;2363.9495;-2249.2961;5564.92;-2883.8452;1340.748;-2064.6074;103.94894;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
87.356;----;----;923.3162;13067.524;6797.941;-5861.2676;2364.9526;-2249.84;5565.8;-2883.855;1340.7013;-2065.0068;100.19864;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
88.451;----;----;923.29645;13066.491;6803.445;-5860.376;2366.7056;-2249.2876;5564.9375;-2882.0515;1341.0325;-2064.1313;145.72981;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
89.54;----;----;923.2154;13065.586;6808.542;-5867.29;2366.4739;-2251.0195;5564.379;-2883.4858;1341.0304;-2065.498;105.85666;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
90.632;----;----;923.2019;13064.486;6814.6333;-5868.8345;2367.1318;-2250.6433;5565.418;-2882.018;1341.341;-2065.2168;103.0619;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
91.73;----;----;923.1268;13063.394;6820.2188;-5871.5947;2367.561;-2250.978;5566.5166;-2881.7668;1341.5696;-2065.6406;129.72652;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
92.819;----;----;923.11884;13062.307;6825.08;-5877.5576;2367.8384;-2252.292;5565.922;-2882.7815;1341.3464;-2066.788;104.49742;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
93.916;----;----;923.0489;13061.287;6831.075;-5876.3354;2368.411;-2251.3362;5565.7393;-2880.9827;1341.6373;-2065.8638;152.74863;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
95.009;----;----;923.04584;13060.27;6835.883;-5883.877;2368.7603;-2252.9402;5564.693;-2882.6711;1341.785;-2067.3723;126.32063;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
96.101;----;----;923.04297;13059.315;6840.5776;-5889.4473;2370.5876;-2254.1938;5563.2744;-2882.9417;1341.7985;-2068.2866;116.721954;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
